BLMEI.10R1.B1E22_MBA	359.88
BLMBI.10R1.B0T10_MBA-MBB	364.09
BLMDI.3780.B1T10_MQY.4R6	377.96
BLMQI.10R1.B2I30_MQML	378.54
BLMDI.3788.B2T10_MQY.4L6	378.76
BLMQI.10R1.B1E10_MQML	381.63
BLMQI.10R1.B2I20_MQML	382.92
BLMDI.3840.B1L10_175_89	384.0
BLMDI.3841.B1R10_175_89	384.1
BLMDI.3846.B2L10_175_89	384.6
BLMDI.3847.B2R10_175_89	384.7
BLMQI.10R1.B2I10_MQML	386.29
BLMQI.10R1.B1E30_MQML	388.79
BLMEI.11R1.B1E21_MBA	393.75
BLMEI.11R1.B1E22_MBA	398.95
BLMBI.11R1.B0T10_MBA-MBB	403.16
BLMEI.11R1.B1E30_MBA	404.41
BLMEI.11R1.B1E21_MBB	411.9
BLMEI.11R1.B1E22_MBB	413.9
BLMDI.4146.B2T10_MQY.5L6	414.62
BLMEI.11R1.B1E23_MBB	415.65
BLMDI.4162.B1T10_MQY.5R6	416.15
BLMEI.11R1.B1E24_MBB	417.7
BLMBI.11R1.B0T20_MBB-LEHR	418.82
BLMEI.11R1.B1E30_MBB	420.07
BLMDI.4210.B1T10_212_102	421.0
BLMDI.4211.B1B10_212_102	421.1
BLMDI.4217.B2T10_212_102	421.7
BLMDI.4218.B2B10_212_102	421.8
BLMEI.11R1.B1E10_LEHR	422.5
BLMEI.11R1.B1E20_LEHR	425.0
BLMQI.11R1.B2I30_MQ	431.33
BLMEI.11R1.B1E21_LEHR	431.34
BLMQI.11R1.B1E10_MQ	434.42
BLMQI.11R1.B1E22_MQ	439.0
BLMQI.11R1.B2I10_MQ	439.07
BLMQI.11R1.B1E30_MQ	441.57
BLMDI.4487.B1L10_252_109	448.7
BLMDI.4488.B1R10_252_109	448.8
BLMDI.4517.B2T10_252_109	451.7
BLMDI.4518.B2B10_252_109	451.8
BLMBI.12R1.B0T10_MBB-MBA	455.94
BLMBI.12R1.B0T20_MBB-MBA	471.6
BLMDI.4790.B1T10_269_162	479.0
BLMDI.4791.B1B10_269_164	479.1
BLMDI.4817.B2T10_269_162	481.7
BLMDI.4818.B2B10_269_164	481.8
BLMQI.12R1.B2I30_MQ	486.05
BLMQI.12R1.B1E10_MQ	489.14
BLMQI.12R1.B2I10_MQ	492.55
BLMQI.12R1.B1E30_MQ	495.05
BLMBI.13R1.B0T10_MBB-MBA	509.39
BLMBI.13R1.B0T20_MBA-MBB	525.05
BLMEI.13R1.B1E21_MBB	537.0
BLMEI.13R1.B1E22_MBB	539.5
BLMQI.13R1.B2I30_MQ	539.51
BLMQI.13R1.B1E10_MQ	542.59
BLMQI.13R1.B2I10_MQ	546.0
BLMQI.13R1.B1E30_MQ	548.5
BLMBI.14R1.B0T10_MBA-MBB	562.84
BLMBI.14R1.B0T20_MBB-MBA	578.5
BLMDI.5860.B1T10_377_203	586.0
BLMDI.5861.B1B10_377_203	586.1
BLMDI.5880.B2L10_377_203	588.0
BLMDI.5881.B2R10_377_203	588.1
BLMQI.14R1.B2I30_MQ	592.95
BLMQI.14R1.B1E10_MQ	596.04
BLMQI.14R1.B2I10_MQ	599.45
BLMQI.14R1.B1E30_MQ	601.95
BLMBI.15R1.B0T10_MBB-MBA	616.29
BLMBI.15R1.B0T20_MBA-MBB	631.95
BLMQI.15R1.B2I30_MQ	646.4
BLMQI.15R1.B1E10_MQ	649.49
BLMQI.15R1.B2I10_MQ	652.9
BLMQI.15R1.B1E30_MQ	655.4
BLMBI.16R1.B0T10_MBA-MBB	669.74
BLMDI.6850.B1T10_497_254	685.0
BLMDI.6850.B2T10_497_254	685.0
BLMDI.6851.B1B10_497_254	685.1
BLMDI.6851.B2B10_497_254	685.1
BLMBI.16R1.B0T20_MBB-MBA	685.4
BLMQI.16R1.B2I30_MQ	699.85
BLMQI.16R1.B1E10_MQ	702.94
BLMQI.16R1.B2I10_MQ	706.35
BLMQI.16R1.B1E30_MQ	708.85
BLMBI.17R1.B0T10_MBB-MBA	723.19
BLMBI.17R1.B0T20_MBA-MBB	738.85
BLMQI.17R1.B2I30_MQ	753.3
BLMQI.17R1.B1E10_MQ	756.39
BLMQI.17R1.B2I10_MQ	759.8
BLMQI.17R1.B1E30_MQ	762.3
BLMBI.18R1.B0T10_MBA-MBB	776.64
BLMBI.18R1.B0T20_MBB-MBA	792.3
BLMDI.8010.B1L10_617_306	801.0
BLMDI.8010.B2L10_617_306	801.0
BLMDI.8011.B2R10_617_306	801.1
BLMDI.8011.B1R10_617_306	801.1
BLMQI.18R1.B2I30_MQ	806.75
BLMQI.18R1.B1E10_MQ	809.84
BLMQI.18R1.B2I10_MQ	813.25
BLMQI.18R1.B1E30_MQ	815.75
BLMBI.19R1.B0T10_MBB-MBA	830.09
BLMBI.19R1.B0T20_MBA-MBB	845.75
BLMQI.19R1.B2I30_MQ	860.2
BLMQI.19R1.B1E10_MQ	863.29
BLMQI.19R1.B2I10_MQ	866.7
BLMQI.19R1.B1E30_MQ	869.2
BLMBI.20R1.B0T10_MBA-MBB	883.54
BLMBI.20R1.B0T20_MBB-MBA	899.2
BLMQI.20R1.B2I30_MQ	913.65
BLMQI.20R1.B1E10_MQ	916.74
BLMQI.20R1.B2I10_MQ	920.15
BLMQI.20R1.B1E30_MQ	922.65
BLMBI.21R1.B0T10_MBB-MBA	936.99
BLMBI.21R1.B0T20_MBA-MBB	952.65
BLMDI.9590.B2T10_750_306	959.0
BLMDI.9590.B1T10_750_306	959.0
BLMDI.9591.B2B10_750_306	959.1
BLMDI.9591.B1B10_750_306	959.1
BLMQI.21R1.B2I30_MQ	967.1
BLMDS.9697.B1C10_0.668_DUMP	969.7
BLMDS.9698.B2C10_0.750_DUMP	969.8
BLMQI.21R1.B1E10_MQ	970.19
BLMDS.9723.B2C20_3.278_DUMP	972.3
BLMDS.9723.B1C20_3.119_DUMP	972.3
BLMQI.21R1.B2I10_MQ	973.6
BLMDS.9742.B1C21_5.105_DUMP	974.2
BLMDS.9742.B2C21_5.187_DUMP	974.2
BLMDS.9760.B2C22_6.983_DUMP	976.0
BLMDS.9760.B1C22_6.901_DUMP	976.0
BLMQI.21R1.B1E30_MQ	976.1
BLMDS.9775.B1L30_8.501_DUMP	977.5
BLMDS.9775.B2L30_8.501_DUMP	977.5
BLMDS.9775.B1C31_8.501_DUMP	977.56
BLMDS.9775.B2C31_8.501_DUMP	977.56
BLMDS.9775.B1R32_8.501_DUMP	977.66
BLMDS.9775.B2R32_8.501_DUMP	977.66
BLMDI.9822.B1C10_13.200_DUMP	982.2
BLMDI.9822.B2C10_13.200_DUMP	982.2
BLMBI.22R1.B0T10_MBA-MBB	990.44
BLMBI.22R1.B0T20_MBB-MBA	1006.1
BLMQI.22R1.B2I30_MQ	1020.55
BLMQI.22R1.B1E10_MQ	1023.64
BLMQI.22R1.B2I10_MQ	1027.05
BLMQI.22R1.B1E30_MQ	1029.55
BLMBI.23R1.B0T10_MBB-MBA	1043.89
BLMBI.23R1.B0T20_MBA-MBB	1059.55
BLMQI.23R1.B2I30_MQ	1074.0
BLMQI.23R1.B1E10_MQ	1077.09
BLMQI.23R1.B2I10_MQ	1080.5
BLMQI.23R1.B1E30_MQ	1083.0
BLMBI.24R1.B0T10_MBA-MBB	1097.34
BLMBI.24R1.B0T20_MBB-MBA	1113.0
BLMQI.24R1.B2I30_MQ	1127.45
BLMQI.24R1.B1E10_MQ	1130.54
BLMQI.24R1.B2I10_MQ	1133.95
BLMQI.24R1.B1E30_MQ	1136.45
BLMBI.25R1.B0T10_MBB-MBA	1150.79
BLMBI.25R1.B0T20_MBA-MBB	1166.45
BLMQI.25R1.B2I30_MQ	1180.9
BLMQI.25R1.B1E10_MQ	1183.99
BLMQI.25R1.B2I10_MQ	1187.4
BLMQI.25R1.B1E30_MQ	1189.9
BLMBI.26R1.B0T10_MBA-MBB	1204.24
BLMBI.26R1.B0T20_MBB-MBA	1219.9
BLMQI.26R1.B2I30_MQ	1234.35
BLMQI.26R1.B1E10_MQ	1237.44
BLMQI.26R1.B2I10_MQ	1240.85
BLMQI.26R1.B1E30_MQ	1243.35
BLMBI.27R1.B0T10_MBB-MBA	1257.69
BLMBI.27R1.B0T20_MBA-MBB	1273.35
BLMQI.27R1.B2I30_MQ	1287.8
BLMQI.27R1.B1E10_MQ	1290.89
BLMQI.27R1.B2I10_MQ	1294.3
BLMQI.27R1.B1E30_MQ	1296.8
BLMBI.28R1.B0T10_MBA-MBB	1311.14
BLMBI.28R1.B0T20_MBB-MBA	1326.8
BLMQI.28R1.B2I30_MQ	1341.25
BLMQI.28R1.B1E10_MQ	1344.34
BLMQI.28R1.B2I10_MQ	1347.75
BLMQI.28R1.B1E30_MQ	1350.25
BLMBI.29R1.B0T10_MBB-MBA	1364.59
BLMBI.29R1.B0T20_MBA-MBB	1380.25
BLMQI.29R1.B2I30_MQ	1394.7
BLMQI.29R1.B1E10_MQ	1397.79
BLMQI.29R1.B2I10_MQ	1401.2
BLMQI.29R1.B1E30_MQ	1403.7
BLMBI.30R1.B0T10_MBA-MBB	1418.04
BLMBI.30R1.B0T20_MBB-MBA	1433.7
BLMQI.30R1.B2I30_MQ	1448.15
BLMQI.30R1.B1E10_MQ	1451.24
BLMQI.30R1.B2I10_MQ	1454.65
BLMQI.30R1.B1E30_MQ	1457.15
BLMBI.31R1.B0T10_MBB-MBA	1471.49
BLMBI.31R1.B0T20_MBA-MBB	1487.15
BLMQI.31R1.B2I30_MQ	1501.6
BLMQI.31R1.B1E10_MQ	1504.69
BLMQI.31R1.B2I10_MQ	1508.1
BLMQI.31R1.B1E30_MQ	1510.6
BLMBI.32R1.B0T10_MBA-MBB	1524.94
BLMBI.32R1.B0T20_MBB-MBA	1540.6
BLMQI.32R1.B2I30_MQ	1555.05
BLMQI.32R1.B1E10_MQ	1558.14
BLMQI.32R1.B2I10_MQ	1561.55
BLMQI.32R1.B1E30_MQ	1564.05
BLMBI.33R1.B0T10_MBB-MBA	1578.39
BLMBI.33R1.B0T20_MBA-MBB	1594.05
BLMQI.33R1.B2I30_MQ	1608.5
BLMQI.33R1.B1E10_MQ	1611.59
BLMQI.33R1.B2I10_MQ	1615.0
BLMQI.33R1.B1E30_MQ	1617.5
BLMBI.34R1.B0T10_MBA-MBB	1631.84
BLMBI.34R1.B0T20_MBB-MBA	1647.5
BLMQI.34R1.B2I30_MQ	1661.95
BLMQI.34R1.B1E10_MQ	1665.04
BLMQI.34R1.B2I10_MQ	1668.45
BLMQI.34R1.B1E30_MQ	1670.95
BLMBI.34L2.B0T20_MBA-MBB	1685.29
BLMBI.34L2.B0T10_MBB-MBA	1700.95
BLMQI.33L2.B2I30_MQ	1715.4
BLMQI.33L2.B1E10_MQ	1718.49
BLMQI.33L2.B2I10_MQ	1721.9
BLMQI.33L2.B1E30_MQ	1724.4
BLMBI.33L2.B0T20_MBB-MBA	1738.74
BLMBI.33L2.B0T10_MBA-MBB	1754.4
BLMQI.32L2.B2I30_MQ	1768.85
BLMQI.32L2.B1E10_MQ	1771.94
BLMQI.32L2.B2I10_MQ	1775.35
BLMQI.32L2.B1E30_MQ	1777.85
BLMBI.32L2.B0T20_MBA-MBB	1792.19
BLMBI.32L2.B0T10_MBB-MBA	1807.85
BLMQI.31L2.B2I30_MQ	1822.3
BLMQI.31L2.B1E10_MQ	1825.39
BLMQI.31L2.B2I10_MQ	1828.8
BLMQI.31L2.B1E30_MQ	1831.3
BLMBI.31L2.B0T20_MBB-MBA	1845.64
BLMBI.31L2.B0T10_MBA-MBB	1861.3
BLMQI.30L2.B2I30_MQ	1875.75
BLMQI.30L2.B1E10_MQ	1878.84
BLMQI.30L2.B2I10_MQ	1882.25
BLMQI.30L2.B1E30_MQ	1884.75
BLMBI.30L2.B0T20_MBA-MBB	1899.09
BLMBI.30L2.B0T10_MBB-MBA	1914.75
BLMQI.29L2.B2I30_MQ	1929.2
BLMQI.29L2.B1E10_MQ	1932.29
BLMQI.29L2.B2I10_MQ	1935.7
BLMQI.29L2.B1E30_MQ	1938.2
BLMBI.29L2.B0T20_MBB-MBA	1952.54
BLMBI.29L2.B0T10_MBA-MBB	1968.2
BLMQI.28L2.B2I30_MQ	1982.65
BLMQI.28L2.B1E10_MQ	1985.74
BLMQI.28L2.B2I10_MQ	1989.15
BLMQI.28L2.B1E30_MQ	1991.65
BLMBI.28L2.B0T20_MBA-MBB	2005.99
BLMBI.28L2.B0T10_MBB-MBA	2021.65
BLMQI.27L2.B2I30_MQ	2036.1
BLMQI.27L2.B1E10_MQ	2039.19
BLMQI.27L2.B2I10_MQ	2042.6
BLMQI.27L2.B1E30_MQ	2045.1
BLMBI.27L2.B0T20_MBB-MBA	2059.44
BLMBI.27L2.B0T10_MBA-MBB	2075.1
BLMQI.26L2.B2I30_MQ	2089.55
BLMQI.26L2.B1E10_MQ	2092.64
BLMQI.26L2.B2I10_MQ	2096.05
BLMQI.26L2.B1E30_MQ	2098.55
BLMBI.26L2.B0T20_MBA-MBB	2112.89
BLMBI.26L2.B0T10_MBB-MBA	2128.55
BLMQI.25L2.B2I30_MQ	2143.0
BLMQI.25L2.B1E10_MQ	2146.09
BLMQI.25L2.B2I10_MQ	2149.5
BLMQI.25L2.B1E30_MQ	2152.0
BLMBI.25L2.B0T20_MBB-MBA	2166.34
BLMBI.25L2.B0T10_MBA-MBB	2182.0
BLMQI.24L2.B2I30_MQ	2196.45
BLMQI.24L2.B1E10_MQ	2199.54
BLMQI.24L2.B2I10_MQ	2202.95
BLMQI.24L2.B1E30_MQ	2205.45
BLMBI.24L2.B0T20_MBA-MBB	2219.79
BLMBI.24L2.B0T10_MBB-MBA	2235.45
BLMQI.23L2.B2I30_MQ	2249.9
BLMQI.23L2.B1E10_MQ	2252.99
BLMQI.23L2.B2I10_MQ	2256.4
BLMQI.23L2.B1E30_MQ	2258.9
BLMBI.23L2.B0T20_MBB-MBA	2273.24
BLMBI.23L2.B0T10_MBA-MBB	2288.9
BLMQI.22L2.B2I30_MQ	2303.35
BLMQI.22L2.B1E10_MQ	2306.44
BLMQI.22L2.B2I10_MQ	2309.85
BLMQI.22L2.B1E30_MQ	2312.35
BLMBI.22L2.B0T20_MBA-MBB	2326.69
BLMBI.22L2.B0T10_MBB-MBA	2342.35
BLMQI.21L2.B2I30_MQ	2356.8
BLMQI.21L2.B1E10_MQ	2359.89
BLMQI.21L2.B2I10_MQ	2363.3
BLMQI.21L2.B1E30_MQ	2365.8
BLMBI.21L2.B0T20_MBB-MBA	2380.14
BLMBI.21L2.B0T10_MBA-MBB	2395.8
BLMQI.20L2.B2I30_MQ	2410.25
BLMQI.20L2.B1E10_MQ	2413.34
BLMQI.20L2.B2I10_MQ	2416.75
BLMQI.20L2.B1E30_MQ	2419.25
BLMBI.20L2.B0T20_MBA-MBB	2433.59
BLMBI.20L2.B0T10_MBB-MBA	2449.25
BLMQI.19L2.B2I30_MQ	2463.7
BLMQI.19L2.B1E10_MQ	2466.79
BLMQI.19L2.B2I10_MQ	2470.2
BLMQI.19L2.B1E30_MQ	2472.7
BLMBI.19L2.B0T20_MBB-MBA	2487.04
BLMBI.19L2.B0T10_MBA-MBB	2502.7
BLMQI.18L2.B2I30_MQ	2517.15
BLMQI.18L2.B1E10_MQ	2520.24
BLMQI.18L2.B2I10_MQ	2523.65
BLMQI.18L2.B1E30_MQ	2526.15
BLMBI.18L2.B0T20_MBA-MBB	2540.49
BLMBI.18L2.B0T10_MBB-MBA	2556.15
BLMQI.17L2.B2I30_MQ	2570.6
BLMQI.17L2.B1E10_MQ	2573.69
BLMQI.17L2.B2I10_MQ	2577.1
BLMQI.17L2.B1E30_MQ	2579.6
BLMBI.17L2.B0T20_MBB-MBA	2593.94
BLMBI.17L2.B0T10_MBA-MBB	2609.6
BLMQI.16L2.B2I30_MQ	2624.05
BLMQI.16L2.B1E10_MQ	2627.14
BLMQI.16L2.B2I10_MQ	2630.55
BLMQI.16L2.B1E30_MQ	2633.05
BLMBI.16L2.B0T20_MBA-MBB	2647.39
BLMBI.16L2.B0T10_MBB-MBA	2663.05
BLMQI.15L2.B2I30_MQ	2677.5
BLMQI.15L2.B1E10_MQ	2680.59
BLMQI.15L2.B2I10_MQ	2684.0
BLMQI.15L2.B1E30_MQ	2686.5
BLMBI.15L2.B0T20_MBB-MBA	2700.84
BLMBI.15L2.B0T10_MBA-MBB	2716.5
BLMQI.14L2.B2I30_MQ	2730.95
BLMQI.14L2.B1E10_MQ	2734.04
BLMQI.14L2.B2I10_MQ	2737.45
BLMQI.14L2.B1E30_MQ	2739.95
BLMBI.14L2.B0T20_MBA-MBB	2754.29
BLMBI.14L2.B0T10_MBB-MBA	2769.95
BLMQI.13L2.B2I30_MQ	2784.4
BLMQI.13L2.B1E10_MQ	2787.49
BLMQI.13L2.B2I10_MQ	2790.9
BLMQI.13L2.B1E30_MQ	2793.4
BLMBI.13L2.B0T20_MBB-MBA	2807.74
BLMBI.13L2.B0T10_MBA-MBB	2823.4
BLMQI.12L2.B2I30_MQ	2837.85
BLMQI.12L2.B1E10_MQ	2840.94
BLMQI.12L2.B2I10_MQ	2844.35
BLMQI.12L2.B1E30_MQ	2846.85
BLMEI.12L2.B2I22_MBA	2849.68
BLMEI.12L2.B2I21_MBA	2851.78
BLMBI.12L2.B0T20_MBA-MBB	2861.19
BLMBI.12L2.B0T10_MBB-MBA	2876.85
BLMQI.11L2.B2I30_MQ	2891.3
BLMQI.11L2.B1E10_MQ	2894.39
BLMQI.11L2.B2I10_MQ	2899.05
BLMQI.11L2.B1E30_MQ	2901.55
BLMEI.11L2.B2I20_LEBR	2907.36
BLMEL.11L2.B2I20_LEBR	2907.36
BLMEL.11L2.B2I10_LEBR	2909.86
BLMEI.11L2.B2I10_LEBR	2909.86
BLMEI.11L2.B2I30_MBA	2911.78
BLMEL.11L2.B2I30_MBA	2911.78
BLMBI.11L2.B0T20_MBA-LEBR	2913.03
BLMEI.11L2.B2I23_MBA	2914.46
BLMEL.11L2.B2I22_MBA	2917.24
BLMEI.11L2.B2I22_MBA	2917.24
BLMEL.11L2.B2I21_MBA	2922.44
BLMEI.11L2.B2I21_MBA	2922.44
BLMEI.11L2.B2I30_MBB	2927.44
BLMEL.11L2.B2I30_MBB	2927.44
BLMBI.11L2.B0T10_MBB-MBA	2928.69
BLMEL.11L2.B2I22_MBB	2932.9
BLMEI.11L2.B2I22_MBB	2932.9
BLMEI.11L2.B2I21_MBB	2938.1
BLMEL.11L2.B2I21_MBB	2938.1
BLMQI.10L2.B2I30_MQML	2943.14
BLMQI.10L2.B1E10_MQML	2946.23
BLMQI.10L2.B2I20_MQML	2947.51
BLMQI.10L2.B2I10_MQML	2950.89
BLMEI.10L2.B2I27_MBA	2953.08
BLMQI.10L2.B1E30_MQML	2953.39
BLMEI.10L2.B2I26_MBA	2955.08
BLMEI.10L2.B2I25_MBA	2957.03
BLMEI.10L2.B2I24_MBA	2959.13
BLMEI.10L2.B2I23_MBA	2961.18
BLMEI.10L2.B2I22_MBA	2963.28
BLMEI.10L2.B2I21_MBA	2965.83
BLMBI.10L2.B0T10_MBB-MBA	2967.76
BLMQI.09L2.B2I30_MQM	2982.21
BLMQI.09L2.B1E10_MQM	2985.3
BLMQI.09L2.B1E20_MQM	2988.5
BLMQI.09L2.B2I10_MQM	2991.35
BLMQI.09L2.B1E30_MQM	2993.85
BLMBI.09L2.B0T10_MBB-MBA	3008.22
BLMQI.08L2.B2I30_MQML	3022.67
BLMQI.08L2.B1E10_MQML	3025.76
BLMQI.08L2.B2I20_MQML	3027.04
BLMQI.08L2.B2I10_MQML	3030.42
BLMQL.08L2.B2I10_MQML	3030.42
BLMQI.08L2.B1E30_MQML	3032.92
BLMEL.08L2.B2I23_MBA	3035.09
BLMEI.08L2.B2I23_MBA	3035.09
BLMEL.08L2.B2I22_MBA	3038.74
BLMEI.08L2.B2I22_MBA	3038.74
BLMEI.08L2.B2I21_MBA	3042.18
BLMEL.08L2.B2I21_MBA	3042.18
BLMEI.08L2.B2I30_MBB	3046.04
BLMEL.08L2.B2I30_MBB	3046.04
BLMBI.08L2.B0T10_MBB-MBA	3047.29
BLMEL.08L2.B2I22_MBB	3051.5
BLMEI.08L2.B2I22_MBB	3051.5
BLMEL.08L2.B2I21_MBB	3056.7
BLMEI.08L2.B2I21_MBB	3056.7
BLMQI.07L2.B2I30_MQM	3061.7
BLMQI.07L2.B1E10_MQM	3064.83
BLMQI.07L2.B2I20_MQM	3067.25
BLMQI.07L2.B2I10_MQM	3071.82
BLMQI.07L2.B1E30_MQM	3075.37
BLMQI.06L2.B2I30_MQML	3082.28
BLMQI.06L2.B1E10_MQML	3086.22
BLMQI.06L2.B2I20_MQML	3090.35
BLMQI.06L2.B1E20_MQML	3091.55
BLMQI.06L2.B2I10_MQML	3093.99
BLMQI.06L2.B1E30_MQML	3098.1
BLMEL.06L2.B1E10_MSIB	3118.24
BLMEI.06L2.B1E10_MSIB	3118.89
BLMEL.06L2.B1E20_MSIB	3122.69
BLMEI.06L2.B1E20_MSIB	3123.34
BLMEL.06L2.B1E30_MSIB	3127.14
BLMEI.06L2.B1E30_MSIB	3127.79
BLMEL.06L2.B1E10_MSIA	3131.59
BLMEI.06L2.B1E10_MSIA	3132.24
BLMEL.06L2.B1E20_MSIA	3136.04
BLMEI.06L2.B1E20_MSIA	3136.69
BLMEL.06L2.B1E30_MSIA	3140.41
BLMEI.06L2.B1E30_MSIA	3141.06
BLMQI.05L2.B2I30_MQY	3153.32
BLMQI.05L2.B1E10_MQY	3156.47
BLMQI.05L2.B2I20_MQY	3162.64
BLMQI.05L2.B1E20_MQY	3163.84
BLMQI.05L2.B2I10_MQY	3165.94
BLMQI.05L2.B1E30_MQY	3169.46
BLMEI.05L2.B1E10_MKI.D5L2.B1	3173.99
BLMEI.05L2.B1E20_MKI.C5L2.B1	3177.96
BLMEI.05L2.B1E10_MKI.B5L2.B1	3181.42
BLMEI.05L2.B1E20_MKI.A5L2.B1	3185.33
BLMQI.04L2.B2I30_MQY	3185.93
BLMQI.04L2.B1E10_MQY	3189.96
BLMQI.04L2.B2I20_MQY	3192.38
BLMQI.04L2.B1E20_MQY	3193.58
BLMQI.04L2.B2I10_MQY	3199.0
BLMQI.04L2.B1E30_MQY	3201.66
BLMEI.04L2.B2I10_MBRC	3205.52
BLMEI.04L2.B2I20_MBRC	3210.33
BLMTL.04L2.B1E10_TCTPH.4L2.B1	3214.83
BLMTI.04L2.B1E10_TCTPH.4L2.B1	3214.83
BLMTI.04L2.B1E10_TCTPV.4L2.B1	3216.83
BLMTL.04L2.B1E10_TCTPV.4L2.B1	3216.83
BLMTL.04L2.B2I10_TDI.4L2.B2	3248.33
BLMTI.04L2.B2I10_TDI.4L2.B2	3248.33
BLMTI.04L2.B1E10_TDI.4L2.B1	3251.03
BLMTL.04L2.B1E10_TDI.4L2.B1	3251.03
BLMTL.04L2.B1E20_TDI.4L2.B1	3254.73
BLMTI.04L2.B1E20_TDI.4L2.B1	3254.73
BLMTL.04L2.B1E10_TCDD.4L2	3262.26
BLMTI.04L2.B1E10_TCDD.4L2	3262.26
BLMEI.04L2.B1E10_MBXA	3264.86
BLMEI.04L2.B1E20_MBXA	3270.1
BLMQI.03L2.B2I30_MQXA	3273.25
BLMQI.03L2.B1E10_MQXA	3278.9
BLMQI.03L2.B2I20_MQXA	3281.71
BLMQI.03L2.B1E20_MQXA	3282.71
BLMQI.02L2.B2I30_MQXB	3285.55
BLMQI.03L2.B1E30_MQXA	3288.66
